"Product","Time","Vendor","Brand","Vendite.in.Valore","Vendite.in.Valore.Senza.promozioni","Vendite.in.Valore.Con.promozioni","Vendite.in.Valore.Solo.Special.Pack","Vendite.in.Valore.Solo.Volantino","Vendite.in.Valore.Solo.Display","Vendite.in.Valore.Solo.Riduzione.Prezzo","Vendite.in.Valore.Solo.Sconto.Loyalty","Vendite.in.Valore.Con.Special.Pack.e.Volantino","Vendite.in.Valore.Con.Special.Pack.e.Display","Vendite.in.Valore.Con.Special.Pack.e.Riduzione.Prezzo","Vendite.in.Valore.Con.Special.Pack.e.Sconto.Loyalty","Vendite.in.Valore.Con.Volantino.e.Display","Vendite.in.Valore.Con.Volantino.e.Riduzione.Prezzo","Vendite.in.Valore.Con.Volantino.e.Sconto.Loyalty","Vendite.in.Valore.Con.Display.e.Riduzione.Prezzo","Vendite.in.Valore.Con.Display.e.Sconto.Loyalty","Vendite.in.Valore.Con.Riduzione.Prezzo.e.Sconto.Loyalty","Vendite.in.Valore.Con.Special.Pack..Volantino.e.Display","Vendite.in.Valore.Con.Special.Pack..Volantino.e.Riduzione.Prezzo","Vendite.in.Valore.Con.Special.Pack..Volantino.e.Sconto.Loyalty","Vendite.in.Valore.Con.Volantino..Display.e.Riduzione.Prezzo","Vendite.in.Valore.Con.Volantino..Display.e.Sconto.Loyalty","Vendite.in.Valore.Con.Display..Riduzione.Prezzo.e.Sconto.Loyalty","Vendite.in.Valore.Con.Special.Pack..Display.e.Riduzione.Prezzo","Vendite.in.Valore.Con.Special.Pack..Riduzione.Prezzo.e.Sconto.Loyalty","Vendite.in.Valore.Con.Volantino..Riduzione.Prezzo.e.Sconto.Loyalty","Vendite.in.Valore.Con.Special.Pack..Display.e.Sconto.Loyalty","Vendite.in.Valore.Con.Special.Pack..Volantino..Display.e.Riduzione.Prezzo","Vendite.in.Valore.Con.Special.Pack..Volantino..Display.e.Sconto.Loyalty","Vendite.in.Valore.Con.Volantino..Display..Riduzione.Prezzo.e.Sconto.Loyalty","Vendite.in.Valore.Con.Special.Pack..Volantino..TPR.e.Sconto.Loyalty","Vendite.in.Valore.Con.Special.Pack..Display..TPR.e.Sconto.Loyalty","Vendite.in.Valore.Con.Special.Pack..Volantino..Display..TPR.e.Sconto.Loyalty","Vendite.in.Volume","Vendite.in.Volume.Con.promozioni","Vendite.in.Volume.Senza.promozioni","Sconto"
"HEINEKEN BIRRA LAGER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800689045420",2019-08-11,"GRUPPO HEINEKEN","HEINEKEN",83854.32,37241.59,46612.73,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,47673.5621524501,28194.9359637451,19478.626188705,13.5303829961381
"HEINEKEN BIRRA LAGER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800689045420",2019-08-18,"GRUPPO HEINEKEN","HEINEKEN",88551.77,45281.45,43270.32,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49190.7304589081,25803.36,23387.3704589081,13.3886286406981
"HEINEKEN BIRRA LAGER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800689045420",2019-08-25,"GRUPPO HEINEKEN","HEINEKEN",58303.16,32131.14,26172.02,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31871.7101853061,15133.9913955688,16737.7187897372,9.91470742289575
"HEINEKEN BIRRA LAGER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800689045420",2019-09-01,"GRUPPO HEINEKEN","HEINEKEN",183785.36,23922.21,159863.15,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,121047.286763191,108723.509397583,12323.7773656082,24.2526489963961
"HEINEKEN BIRRA LAGER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800689045420",2019-09-08,"GRUPPO HEINEKEN","HEINEKEN",228830.41,23771.14,205059.27,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,155153.380723286,142857.752329102,12295.6283941841,25.7534439583208
"HEINEKEN BIRRA LAGER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800689045420",2019-09-15,"GRUPPO HEINEKEN","HEINEKEN",232438.02,19705,212733.02,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,160448.692820878,150280.607419739,10168.0854011393,26.9542908549596
"HEINEKEN BIRRA LAGER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800689045420",2019-09-22,"GRUPPO HEINEKEN","HEINEKEN",110221.59,25382.62,84838.97,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,69334.6696627271,56277.2494674683,13057.4201952589,22.4497046583954
"HEINEKEN BIRRA LAGER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800689045420",2019-09-29,"GRUPPO HEINEKEN","HEINEKEN",72812.51,24210.95,48601.56,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,43215.1763769222,30780.1889959717,12434.9873809505,18.9015702671729
"HEINEKEN BIRRA LAGER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800689045420",2019-10-06,"GRUPPO HEINEKEN","HEINEKEN",269380.3,15795.82,253584.48,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,202001.889153128,193808.10796875,8193.78118437767,32.1276456719946
"HEINEKEN BIRRA LAGER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800689045420",2019-10-13,"GRUPPO HEINEKEN","HEINEKEN",272187.89,14962.8,257225.09,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,205187.135371299,197097.97078125,8089.16459004879,29.4459455498157
"HEINEKEN BIRRA LAGER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800689045420",2019-10-20,"GRUPPO HEINEKEN","HEINEKEN",94690.39,18846.26,75844.13,0,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,59285.1862910056,49445.4376904297,9839.74860057592,19.9143743631995
"HEINEKEN BIRRA LAGER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800689045420",2019-10-27,"GRUPPO HEINEKEN","HEINEKEN",94483.92,20197.79,74286.13,0,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,60959.7845396555,50473.2887548828,10486.4957847726,23.5860474088292
"HEINEKEN BIRRA LAGER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800689045420",2019-11-03,"GRUPPO HEINEKEN","HEINEKEN",117684.1,20532.51,97151.59,0,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,78666.5813768434,68028.1667871094,10638.4145897341,26.0060838471199
"HEINEKEN BIRRA LAGER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800689045420",2019-11-10,"GRUPPO HEINEKEN","HEINEKEN",65368.33,18442.84,46925.49,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,41190.0719911802,31736.1,9453.97199118018,24.2047878172141
"HEINEKEN BIRRA LAGER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800689045420",2019-11-17,"GRUPPO HEINEKEN","HEINEKEN",45969.26,24394.78,21574.48,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,26260.1195993328,13536.6,12723.5195993328,16.8731931494444
"HEINEKEN BIRRA LAGER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800689045420",2019-11-24,"GRUPPO HEINEKEN","HEINEKEN",112620.4,21275.08,91345.32,0,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,76539.2428418255,65377.62,11161.6228418255,26.6984198843919
"HEINEKEN BIRRA LAGER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800689045420",2019-12-01,"GRUPPO HEINEKEN","HEINEKEN",66828.67,22840.1,43988.57,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,40887.4420807743,28967.3602902031,11920.0817905712,20.747648462397
"HEINEKEN BIRRA LAGER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800689045420",2019-12-08,"GRUPPO HEINEKEN","HEINEKEN",110729.14,24285.01,86444.13,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,76256.3339859009,63653.7,12602.6339859009,29.5250313181889
"HEINEKEN BIRRA LAGER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800689045420",2019-12-15,"GRUPPO HEINEKEN","HEINEKEN",187701.81,13386.04,174315.77,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,131936.870903438,124995.994116211,6940.87678722739,27.6892609452305
"HEINEKEN BIRRA LAGER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800689045420",2019-12-22,"GRUPPO HEINEKEN","HEINEKEN",290869.38,10836.61,280032.77,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,214694.950642719,208883.842057486,5811.10858523369,28.1098224464149
"HEINEKEN BIRRA LAGER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800689045420",2019-12-29,"GRUPPO HEINEKEN","HEINEKEN",202916.02,15045.48,187870.54,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,140973.834959106,133185.445561523,7788.38939758301,26.9797147925898
"HEINEKEN BIRRA LAGER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800689045420",2020-01-05,"GRUPPO HEINEKEN","HEINEKEN",130143.84,28980.31,101163.53,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,82750.1858973598,67369.4931015015,15380.6927958584,20.3045427550735
"HEINEKEN BIRRA LAGER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800689045420",2020-01-12,"GRUPPO HEINEKEN","HEINEKEN",81160.69,19844.57,61316.12,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,54073.4567858505,43759.3529919434,10314.1037939072,27.1728058374322
"HEINEKEN BIRRA LAGER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800689045420",2020-01-19,"GRUPPO HEINEKEN","HEINEKEN",126690.6,20181.43,106509.17,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,86711.4995996082,76152.5225999308,10558.9769996774,26.8233347723826
"HEINEKEN BIRRA LAGER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800689045420",2020-01-26,"GRUPPO HEINEKEN","HEINEKEN",177986.66,19322.75,158663.91,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,129364.388989992,119366.649588318,9997.73940167427,31.2254075054405
"HEINEKEN BIRRA LAGER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800689045420",2020-02-02,"GRUPPO HEINEKEN","HEINEKEN",142946.373935437,18902.1039354372,124044.27,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,104955.365781884,95177.3987850953,9777.96699678898,32.5811567822471
"HEINEKEN BIRRA LAGER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800689045420",2020-02-09,"GRUPPO HEINEKEN","HEINEKEN",137587.089375,16399.975,121187.114375,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,94425.2693845225,85968.6563955689,8456.61298895359,27.3108525591703
"HEINEKEN BIRRA LAGER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800689045420",2020-02-16,"GRUPPO HEINEKEN","HEINEKEN",112555.659960937,17720.59,94835.0699609375,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,75824.4431791377,66484.8953915405,9339.54778759718,24.821501021623
"HEINEKEN BIRRA LAGER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800689045420",2020-02-23,"GRUPPO HEINEKEN","HEINEKEN",105880.734960937,22446.4649609375,83434.27,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,68754.7080015421,56845.8,11908.9080015421,22.1300181900388
"HEINEKEN BIRRA LAGER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800689045420",2020-03-01,"GRUPPO HEINEKEN","HEINEKEN",117414.24,22051.32,95362.92,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,79274.6063856161,67758.24,11516.3663856161,26.4981440285432
"HEINEKEN BIRRA LAGER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800689045420",2020-03-08,"GRUPPO HEINEKEN","HEINEKEN",240659.02,17372.34,223286.68,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,175446.62517909,166437.48,9009.1451790905,30.4276056901785
"HEINEKEN BIRRA LAGER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800689045420",2020-03-15,"GRUPPO HEINEKEN","HEINEKEN",209702.04,23170.93,186531.11,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,150269.235586681,138134.713192749,12134.5223939323,29.2823750311837
"HEINEKEN BIRRA LAGER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800689045420",2020-03-22,"GRUPPO HEINEKEN","HEINEKEN",91781.91,27290.07,64491.84,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,57560.8901877451,43627.32,13933.5701877451,24.5248486708957
"HEINEKEN BIRRA LAGER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800689045420",2020-03-29,"GRUPPO HEINEKEN","HEINEKEN",59644.95,28051.74,31593.21,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,34048.2383916664,19618.4010040283,14429.8373876381,17.1615853319498
"HEINEKEN BIRRA LAGER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800689045420",2020-04-05,"GRUPPO HEINEKEN","HEINEKEN",69534.93,36584.26,32950.67,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40900.2263659859,22084.92,18815.3063659859,23.2664238822341
"HEINEKEN BIRRA LAGER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800689045420",2020-04-12,"GRUPPO HEINEKEN","HEINEKEN",110789.36,51295.22,59494.14,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67430.7743251991,40907.7833935547,26522.9909316444,24.8006921290997
"HEINEKEN BIRRA LAGER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800689045420",2020-04-19,"GRUPPO HEINEKEN","HEINEKEN",101762.54,30529.98,71232.56,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60425.5146109772,44727.8040060425,15697.7106049347,18.1137892179253
"HEINEKEN BIRRA LAGER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800689045420",2020-04-26,"GRUPPO HEINEKEN","HEINEKEN",84276.99,29104.33,55172.66,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49189.9450799561,34130.7910839844,15059.1539959717,16.358745739757
"HEINEKEN BIRRA LAGER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800689045420",2020-05-03,"GRUPPO HEINEKEN","HEINEKEN",83572.84,32745.29,50827.55,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49222.7603915405,32149.1280020142,17073.6323895264,17.5658690367265
"HEINEKEN BIRRA LAGER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800689045420",2020-05-10,"GRUPPO HEINEKEN","HEINEKEN",239936.23,44678.27,195257.96,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158784.449991503,135293.268002014,23491.1819894886,24.1175959487797
"HEINEKEN BIRRA LAGER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800689045420",2020-05-17,"GRUPPO HEINEKEN","HEINEKEN",229239.13,30408.31,198830.82,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149780.043563755,133594.038574219,16186.0049895358,20.7783268130939
"HEINEKEN BIRRA LAGER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800689045420",2020-05-24,"GRUPPO HEINEKEN","HEINEKEN",168088.54,23280.31,144808.23,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100457.392073221,88226.8660839844,12230.5259892368,13.7719096644397
"HEINEKEN BIRRA LAGER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800689045420",2020-05-31,"GRUPPO HEINEKEN","HEINEKEN",107319.22,36609.72,70709.5,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,59713.341611166,40702.3782128906,19010.9633982754,9.7877116968223
"HEINEKEN BIRRA LAGER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800689045420",2020-06-07,"GRUPPO HEINEKEN","HEINEKEN",92137.72,53361.64,38776.08,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,49955.7233983934,22360.8,27594.9233983934,10.3239253627259
"HEINEKEN BIRRA LAGER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800689045420",2020-06-14,"GRUPPO HEINEKEN","HEINEKEN",276105.49,27430.245,248675.245,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,199956.721788683,185790,14166.7217886829,30.8726516268336
"HEINEKEN BIRRA LAGER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800689045420",2020-06-21,"GRUPPO HEINEKEN","HEINEKEN",352800.385,22465.16,330335.225,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,256775.7652773,244730.64,12045.1252772999,27.6283713502577
"HEINEKEN BIRRA LAGER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800689045420",2020-06-28,"GRUPPO HEINEKEN","HEINEKEN",194439.77,30791.52,163648.25,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,135720.109794316,119493.66,16226.4497943163,27.8296378894036
"HEINEKEN BIRRA LAGER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800689045420",2020-07-05,"GRUPPO HEINEKEN","HEINEKEN",143981.11,33185.99,110795.12,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,93537.7607818222,75894.06,17643.7007818222,22.3846264678989
"HEINEKEN BIRRA LAGER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800689045420",2020-07-12,"GRUPPO HEINEKEN","HEINEKEN",222862.09,33780.32,189081.77,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,157773.36960783,139913.4,17859.96960783,28.5491655887511
"HEINEKEN BIRRA LAGER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800689045420",2020-07-19,"GRUPPO HEINEKEN","HEINEKEN",215465.07,23637.83,191827.24,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,149533.652390785,136978.53179718,12555.120593605,25.6174513633829
"HEINEKEN BIRRA LAGER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800689045420",2020-07-26,"GRUPPO HEINEKEN","HEINEKEN",162496.56,24337.64,138158.92,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,101749.995582275,88728.5717871094,13021.423795166,16.6903232103244
"HEINEKEN BIRRA LAGER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800689045420",2020-08-02,"GRUPPO HEINEKEN","HEINEKEN",298052.4,23088.41,274963.99,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,199487.864382792,186874.195180664,12613.6692021275,19.6152070858783
"HEINEKEN BIRRA LAGER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800689045420",2020-08-09,"GRUPPO HEINEKEN","HEINEKEN",219898.19,21766.56,198131.63,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,147634.805907097,135853.64090332,11781.1650037766,21.0629357183026
"HEINEKEN BIRRA LAGER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800689045420",2020-08-16,"GRUPPO HEINEKEN","HEINEKEN",264322.34,35931.56,228390.78,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,185004.758343201,165716.76,19287.9983432007,26.0184848853174
"HEINEKEN BIRRA LAGER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800689045420",2020-08-23,"GRUPPO HEINEKEN","HEINEKEN",130860.14,30224.48,100635.66,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,88640.2241911125,72432.36,16207.8641911125,25.4948634911425
"HEINEKEN BIRRA LAGER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800689045420",2020-08-30,"GRUPPO HEINEKEN","HEINEKEN",114420.21,31823.89,82596.32,0,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,72160.8227093124,55079.1977093125,17081.625,19.5086870946638
"HEINEKEN BIRRA LAGER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800689045420",2020-09-06,"GRUPPO HEINEKEN","HEINEKEN",135303.88,36319.95,98983.93,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,85461.7829013062,66222.9809033203,19238.8019979858,20.8248764050073
"HEINEKEN BIRRA LAGER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800689045420",2020-09-13,"GRUPPO HEINEKEN","HEINEKEN",131534.225,28592.48,102941.745,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,80675.2516376209,65718.8465677357,14956.4050698853,18.0635797225482
"HEINEKEN BIRRA LAGER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800689045420",2020-09-20,"GRUPPO HEINEKEN","HEINEKEN",109329.755,34840.215,74489.54,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,67065.9460883904,48996.089903698,18069.8561846924,21.148903099713
"HEINEKEN BIRRA LAGER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800689045420",2020-09-27,"GRUPPO HEINEKEN","HEINEKEN",170102.95,21883.59,148219.36,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,119242.601826525,108130.181826525,11112.42,30.3937754227794
"HEINEKEN BIRRA LAGER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800689045420",2020-10-04,"GRUPPO HEINEKEN","HEINEKEN",238799.5,12960.6,225838.9,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,164741.83965938,158050.75965938,6691.08,26.2311051282719
"HEINEKEN BIRRA LAGER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800689045420",2020-10-11,"GRUPPO HEINEKEN","HEINEKEN",174425.3,15267.53,159157.77,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,117849.382089586,109900.6061057,7948.77598388672,24.602102849012
"HEINEKEN BIRRA LAGER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800689045420",2020-10-18,"GRUPPO HEINEKEN","HEINEKEN",82890.86,19364.52,63526.34,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,53325.7691879654,43230.8448004532,10094.9243875122,23.395118297261
"HEINEKEN BIRRA LAGER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800689045420",2020-10-25,"GRUPPO HEINEKEN","HEINEKEN",39796.5,22952.26,16844.24,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21991.8401802707,9954.87239959717,12036.9677806735,11.2624638302904
"HEINEKEN BIRRA LAGER REGOLARE 5 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800689045420",2020-11-01,"GRUPPO HEINEKEN","HEINEKEN",40853,29644.08,11208.92,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22013.9832023478,6448.21320281982,15565.7699995279,8.72391304021703
