"Product","Time","Vendor","Brand","Vendite.in.Valore","Vendite.in.Valore.Senza.promozioni","Vendite.in.Valore.Con.promozioni","Vendite.in.Valore.Solo.Special.Pack","Vendite.in.Valore.Solo.Volantino","Vendite.in.Valore.Solo.Display","Vendite.in.Valore.Solo.Riduzione.Prezzo","Vendite.in.Valore.Solo.Sconto.Loyalty","Vendite.in.Valore.Con.Special.Pack.e.Volantino","Vendite.in.Valore.Con.Special.Pack.e.Display","Vendite.in.Valore.Con.Special.Pack.e.Riduzione.Prezzo","Vendite.in.Valore.Con.Special.Pack.e.Sconto.Loyalty","Vendite.in.Valore.Con.Volantino.e.Display","Vendite.in.Valore.Con.Volantino.e.Riduzione.Prezzo","Vendite.in.Valore.Con.Volantino.e.Sconto.Loyalty","Vendite.in.Valore.Con.Display.e.Riduzione.Prezzo","Vendite.in.Valore.Con.Display.e.Sconto.Loyalty","Vendite.in.Valore.Con.Riduzione.Prezzo.e.Sconto.Loyalty","Vendite.in.Valore.Con.Special.Pack..Volantino.e.Display","Vendite.in.Valore.Con.Special.Pack..Volantino.e.Riduzione.Prezzo","Vendite.in.Valore.Con.Special.Pack..Volantino.e.Sconto.Loyalty","Vendite.in.Valore.Con.Volantino..Display.e.Riduzione.Prezzo","Vendite.in.Valore.Con.Volantino..Display.e.Sconto.Loyalty","Vendite.in.Valore.Con.Display..Riduzione.Prezzo.e.Sconto.Loyalty","Vendite.in.Valore.Con.Special.Pack..Display.e.Riduzione.Prezzo","Vendite.in.Valore.Con.Special.Pack..Riduzione.Prezzo.e.Sconto.Loyalty","Vendite.in.Valore.Con.Volantino..Riduzione.Prezzo.e.Sconto.Loyalty","Vendite.in.Valore.Con.Special.Pack..Display.e.Sconto.Loyalty","Vendite.in.Valore.Con.Special.Pack..Volantino..Display.e.Riduzione.Prezzo","Vendite.in.Valore.Con.Special.Pack..Volantino..Display.e.Sconto.Loyalty","Vendite.in.Valore.Con.Volantino..Display..Riduzione.Prezzo.e.Sconto.Loyalty","Vendite.in.Valore.Con.Special.Pack..Volantino..TPR.e.Sconto.Loyalty","Vendite.in.Valore.Con.Special.Pack..Display..TPR.e.Sconto.Loyalty","Vendite.in.Valore.Con.Special.Pack..Volantino..Display..TPR.e.Sconto.Loyalty","Vendite.in.Volume","Vendite.in.Volume.Con.promozioni","Vendite.in.Volume.Senza.promozioni","Sconto"
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2020-05-24,"GRUPPO HEINEKEN","MORETTI",412974.55,53559.79,359414.76,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,300798.709097328,267461.37,33337.3390973282,16.3575182197473
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2020-05-31,"GRUPPO HEINEKEN","MORETTI",410191.65,61272.31,348919.34,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,300279.011939449,262112.234939575,38166.7769998741,17.0800593778477
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2020-06-07,"GRUPPO HEINEKEN","MORETTI",357945.03,85018.63,272926.4,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,254473.401397476,199397.22,55076.1813974762,11.3301105736477
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2020-06-14,"GRUPPO HEINEKEN","MORETTI",308696.77,77679.68,231017.09,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,224522.773041687,174189.18,50333.593041687,14.064335432372
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2020-06-21,"GRUPPO HEINEKEN","MORETTI",278191.53,77566.86,200624.67,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,208764.263173256,159941.462871094,48822.8003021622,21.0467983539304
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2020-06-28,"GRUPPO HEINEKEN","MORETTI",544734.51,64771.5,479963.01,0,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,456303.031522751,415271.874477539,41031.1570452118,26.7841583376815
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2020-07-05,"GRUPPO HEINEKEN","MORETTI",654485.19,53577.3,600907.89,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,545068.827368145,511340.339296875,33728.48807127,26.0200725504902
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2020-07-12,"GRUPPO HEINEKEN","MORETTI",516623.58,51384.19,465239.39,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,398840.818163795,366139.62,32701.1981637955,19.1343835317318
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2020-07-19,"GRUPPO HEINEKEN","MORETTI",409705.65,54851.65,354854,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,308748.758793926,273580.56,35168.1987939262,16.838004778897
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2020-07-26,"GRUPPO HEINEKEN","MORETTI",266869.41,73794.43,193074.98,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,195804.787161026,149686.02,46118.767161026,19.3881544374052
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2020-08-02,"GRUPPO HEINEKEN","MORETTI",383273.84,69782.41,313491.43,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,296446.50398529,252362.88,44083.6239852905,21.5249640788942
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2020-08-09,"GRUPPO HEINEKEN","MORETTI",533419.81,52543.79,480876.02,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,429345.13359375,395172.914397583,34172.219196167,20.8596915317578
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2020-08-16,"GRUPPO HEINEKEN","MORETTI",513100.35,84875.97,428224.38,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,387883.286826782,332701.063152466,55182.2236743164,16.3180778636066
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2020-08-23,"GRUPPO HEINEKEN","MORETTI",315766.2,72732.04,243034.16,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,224342.830601807,177659.625,46683.2056018066,12.1961658167618
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2020-08-30,"GRUPPO HEINEKEN","MORETTI",245928.89,86002.17,159926.72,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,167922.697609863,113157.528032227,54765.1695776367,10.002052299634
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2020-09-06,"GRUPPO HEINEKEN","MORETTI",380291.33,51292.47,328998.86,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,309117.295942383,276843.448051758,32273.847890625,25.2248525492606
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2020-09-13,"GRUPPO HEINEKEN","MORETTI",379482.7,54233.54,325249.16,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,311392.936746826,277225.812509765,34167.1242370605,26.0866319827753
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2020-09-20,"GRUPPO HEINEKEN","MORETTI",172353.87,68783.41,103570.46,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115359.096545627,71950.4280322266,43408.6685134005,9.15620146451333
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2020-09-27,"GRUPPO HEINEKEN","MORETTI",139442.39,58393.71,81048.68,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,92607.3917665744,55934.1419677734,36673.2497988009,8.99771575054295
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2020-10-04,"GRUPPO HEINEKEN","MORETTI",442728.04,45033.18,397694.86,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,401441.877054749,372239.002265625,29202.8747891235,30.7178919803578
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2020-10-11,"GRUPPO HEINEKEN","MORETTI",487920.63,53282.32,434638.31,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,443224.047239914,408756.57684082,34467.4703990936,31.2156662997129
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2020-10-18,"GRUPPO HEINEKEN","MORETTI",277921.61,41959.73,235961.88,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,242722.603132324,214397.561335144,28325.0417971802,25.704949716634
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2020-10-25,"GRUPPO HEINEKEN","MORETTI",340671.54875,47720.2,292951.34875,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,307792.814848545,276144.33,31648.4848485446,29.6425582899121
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2020-11-01,"GRUPPO HEINEKEN","MORETTI",192745.230078125,49729.550078125,143015.68,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,151564.003525261,118682.163574219,32881.8399510419,20.3217509849303
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2020-11-08,"GRUPPO HEINEKEN","MORETTI",143151.65,58373.95,84777.7,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,105206.521162537,67437.9881625366,37768.5330000005,18.6630170692481
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2020-11-15,"GRUPPO HEINEKEN","MORETTI",148302.54,59598.1,88704.44,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,109054.26157456,70876.5087744141,38177.7528001463,19.8283192278019
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2020-11-22,"GRUPPO HEINEKEN","MORETTI",216187.95,62915.34,153272.61,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,161117.437696458,120459.63590332,40657.8017931381,17.7737748419963
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2020-11-29,"GRUPPO HEINEKEN","MORETTI",284544.86,62265.87,222278.99,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,231791.788689423,191256.205793152,40535.5828962708,24.3394941059289
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2020-12-06,"GRUPPO HEINEKEN","MORETTI",219912.57,55764.81,164147.76,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,177857.954914398,142038.962981873,35818.9919325256,25.7698052305358
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2020-12-13,"GRUPPO HEINEKEN","MORETTI",152894.07,63152.86,89741.21,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,109259.033249534,68773.2341162109,40485.7991333234,16.3468756686267
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2020-12-20,"GRUPPO HEINEKEN","MORETTI",142731.85,85909.42,56822.43,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,95641.3521827603,40038.2530517578,55603.0991310024,8.14498052264935
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2020-12-27,"GRUPPO HEINEKEN","MORETTI",151304.45,104818.7,46485.75,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99288.6706661654,31888.5269677734,67400.1436983919,6.26377975986509
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2021-01-03,"GRUPPO HEINEKEN","MORETTI",187513.39,116786.61,70726.78,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,123858.12759397,49028.1460638427,74829.9815301275,7.56828719377582
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2021-01-10,"GRUPPO HEINEKEN","MORETTI",133539.03,67072.81,66466.22,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,88412.5569908452,45447.6989355469,42964.8580552983,6.31804152556755
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2021-01-17,"GRUPPO HEINEKEN","MORETTI",120329.22,62302.3,58026.92,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,78959.7202257509,39020.2361034965,39939.4841222544,4.66815509802437
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2021-01-24,"GRUPPO HEINEKEN","MORETTI",121610.38,78150.15,43460.23,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80054.2642203409,29289.6053613281,50764.6588590127,3.61484362511251
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2021-01-31,"GRUPPO HEINEKEN","MORETTI",170555.59,77777.35,92778.24,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,121384.150797164,71367.2916064453,50016.8591907191,16.3992470517796
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2021-02-07,"GRUPPO HEINEKEN","MORETTI",204460.67,63954.22,140506.45,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,150605.809124787,109397.936928434,41207.8721963525,17.2442626524871
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2021-02-14,"GRUPPO HEINEKEN","MORETTI",257981.52,45324.13,212657.39,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,190518.550139004,160544.115572205,29974.4345667994,12.3992932060068
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2021-02-21,"GRUPPO HEINEKEN","MORETTI",277513.64,51952.15,225561.49,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,206581.959936939,172644.482871094,33937.4770658451,14.6529963324206
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2021-02-28,"GRUPPO HEINEKEN","MORETTI",550604.31,38383.74,512220.57,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,482129.385978241,456943.291114197,25186.0948640442,26.4456680009383
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2021-03-07,"GRUPPO HEINEKEN","MORETTI",515730.83,47059.7,468671.13,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,460975.310385246,431282.946586304,29692.3637989426,31.4351492987183
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2021-03-14,"GRUPPO HEINEKEN","MORETTI",126907.31,65583.39,61323.92,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,83115.0077468419,41908.1981484532,41206.8095983887,8.05967192101279
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2021-03-21,"GRUPPO HEINEKEN","MORETTI",114448.82,59303.07,55145.75,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,73451.0897307837,35973.372535572,37477.7171952116,3.12162496979388
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2021-03-28,"GRUPPO HEINEKEN","MORETTI",183434.93,58264.48,125170.45,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,129501.299209896,92734.2700195313,36767.0291903651,14.824200060428
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2021-04-04,"GRUPPO HEINEKEN","MORETTI",346492.09,108382.13,238109.96,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,250267.08283144,182155.465722656,68111.6171087837,17.8516462590103
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2021-04-11,"GRUPPO HEINEKEN","MORETTI",142082.97,67344.1,74738.87,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,92736.1049194336,49779.7607226562,42956.3441967773,4.23176513157975
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2021-04-18,"GRUPPO HEINEKEN","MORETTI",143003.12,75854.36,67148.76,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,91302.2942539752,43791.6332519531,47510.661002022,3.95884407355923
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2021-04-25,"GRUPPO HEINEKEN","MORETTI",514956.54,55963.82,458992.72,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,446500.025212282,411228.899206238,35271.1260060445,29.6548526811598
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2021-05-02,"GRUPPO HEINEKEN","MORETTI",557725.77,55663.42,502062.35,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,491368.759107527,455761.917509765,35606.8415977612,29.5334211097094
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2021-05-09,"GRUPPO HEINEKEN","MORETTI",463944.22,32695.35,431248.87,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,419555.360294609,398636.066294861,20919.2939997482,30.7830570496639
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2021-05-16,"GRUPPO HEINEKEN","MORETTI",491234.395,44235.06,446999.335,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,449774.562418499,421997.023623962,27777.5387945366,33.484228717687
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2021-05-23,"GRUPPO HEINEKEN","MORETTI",276502.920039063,39093.3600390625,237409.56,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,224919.93465895,200238.700058556,24681.234600395,25.1461630603718
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2021-05-30,"GRUPPO HEINEKEN","MORETTI",364411.35,44514.53,319896.82,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,297410.722667942,269982.000479221,27428.7221887207,26.9905804983507
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2021-06-06,"GRUPPO HEINEKEN","MORETTI",233011.76,63260.46,169751.3,0,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,166218.577740029,127341.614348488,38876.963391541,18.0775847582273
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2021-06-13,"GRUPPO HEINEKEN","MORETTI",183660.62,63787.73,119872.89,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,122075.579929032,82541.0189355469,39534.5609934855,9.98996649752179
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2021-06-20,"GRUPPO HEINEKEN","MORETTI",187236.16,85892.15,101344.01,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,119298.306441285,65626.2748388672,53672.031602418,3.50275991666433
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2021-06-27,"GRUPPO HEINEKEN","MORETTI",180523.47,91803.91,88719.56,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115325.192171981,57332.6421679687,57992.5500040126,2.24737023114999
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2021-07-04,"GRUPPO HEINEKEN","MORETTI",558850.73,55468.15,503382.58,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,435757.26453936,400636.400742188,35120.8637971723,20.4446695049459
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2021-07-11,"GRUPPO HEINEKEN","MORETTI",796910.24,52985.94,743924.3,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,638388.44522496,605059.131626587,33329.3135983729,22.6613384860485
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2021-07-18,"GRUPPO HEINEKEN","MORETTI",352656.1,47026.47,305629.63,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,265505.307880554,236012.264286804,29493.04359375,18.7846543715158
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2021-07-25,"GRUPPO HEINEKEN","MORETTI",208200.02,83919.39,124280.63,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,137268.053652148,84936.34359375,52331.7100583982,8.7542819718317
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2021-08-01,"GRUPPO HEINEKEN","MORETTI",231031.96,100831.52,130200.44,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,158976.582465037,96252.7828710937,62723.7995939434,15.8536656508641
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2021-08-08,"GRUPPO HEINEKEN","MORETTI",286799.33,89558.35,197240.98,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,208575.325062175,152261.425672302,56313.8993898725,18.5451821762106
"MORETTI BIRRA LAGER REGOLARE 4.6 % BOTTIGLIA DI VETRO 66 CL 1 CT - 800143550001",2021-08-15,"GRUPPO HEINEKEN","MORETTI",223233.32,104052.75,119180.57,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,139741.179533184,75041.4984036255,64699.6811295587,1.24649050194259
